No,Date,DateOfWeek,Eat In,TotalNetSales,Forecast,VarianceÂ (NetÂ SalesÂ -Â LastÂ Year),Is_Holiday,Holiday_Name,temp,feelslike,conditions,description,icon
364,31/05/2022,Tue,3235.58,3838.13,3700,1151.36,0,,10.8,10.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
365,01/06/2022,Wed,3624.82,4343.32,3800,1032.1,0,,12.3,12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
366,02/06/2022,Thu,3304.23,3694.4,3300,147.18,1,Spring Bank Holiday,14.4,14.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
367,03/06/2022,Fri,2212.48,2460.68,3300,-1190.29,1,Platinum Jubilee of Elizabeth II,14.5,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
368,04/06/2022,Sat,3972.83,4649.11,5000,568.67,0,,14,14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
369,05/06/2022,Sun,2397.27,2875.13,2200,1019.48,0,,11.4,11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
370,06/06/2022,Mon,1434.91,2161.8,3000,190.19,0,,13.9,13.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
371,07/06/2022,Tue,1340.57,1945.49,2300,348.33,0,,14.7,14.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
372,08/06/2022,Wed,1790.98,2493.27,2600,328.17,0,,14.8,14.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
373,09/06/2022,Thu,1799.93,2264.77,2800,190.99,0,,14.4,14.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
374,10/06/2022,Fri,2742.83,3433.74,4200,-378.4,0,,15.2,15.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
375,11/06/2022,Sat,4267.73,4917.98,5000,910.64,0,,14.4,14.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
376,12/06/2022,Sun,1838.35,2061.89,2600,712.8,0,,13.9,13.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
377,13/06/2022,Mon,1185.3,1652.66,2300,429.27,0,,13.3,13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
378,14/06/2022,Tue,1658.11,2049.62,2300,201.49,0,,14.6,14.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
379,15/06/2022,Wed,1748.24,2197.6,2300,761.97,0,,16.1,16.1,Clear,Clear conditions throughout the day.,clear-day
380,16/06/2022,Thu,1176.75,1550.87,2400,-2328.8,0,,18,18,Clear,Clear conditions throughout the day.,clear-day
381,17/06/2022,Fri,1881.91,2640.1,3450,-1325.49,0,,20.2,20.3,Clear,Clear conditions throughout the day.,clear-day
382,18/06/2022,Sat,5586.62,6264.68,5000,1099.38,0,,13.3,13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
383,19/06/2022,Sun,2792.41,3012.28,2500,-368.52,0,,11.7,11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
384,20/06/2022,Mon,1115.25,1674.37,1958,402.31,0,,15.2,14.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
385,21/06/2022,Tue,1475.23,1989.29,2167,-89.05,0,,16.9,16.9,Rain,Clear conditions throughout the day with afternoon rain.,rain
386,22/06/2022,Wed,2259.49,2791.82,2200,716.48,0,,19.3,19.3,Clear,Clear conditions throughout the day.,clear-day
387,23/06/2022,Thu,2260.86,2827.06,2000,-413.83,0,,18.6,18.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
388,24/06/2022,Fri,2632.68,3523.4,3800,-1004.76,0,,15.1,15.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
389,25/06/2022,Sat,4324.82,4814.39,5800,-485.46,0,,13.8,13.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
390,26/06/2022,Sun,3200.08,3472.86,2800,681.45,0,,14.2,14.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
391,27/06/2022,Mon,1947.38,2465.83,2000,-524.72,0,,13.5,13.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
392,28/06/2022,Tue,1573.26,2048,1900,-555.53,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
393,29/06/2022,Wed,2018.56,2615.19,2600,-681.92,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
394,30/06/2022,Thu,2542.21,2926.12,2811.58,-24.01,0,,13.2,13.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
395,01/07/2022,Fri,2812.33,3467.09,3800,-664.31,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
396,02/07/2022,Sat,5618.62,6340.55,5500,525.72,0,,13.4,13.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
397,03/07/2022,Sun,2538.79,2874.53,2500,-161.36,0,,14.5,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
398,04/07/2022,Mon,1404.43,1732.81,2299,-1095.62,0,,13.9,13.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
399,05/07/2022,Tue,1463.23,1830.48,2100,-884,0,,14.9,14.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
400,06/07/2022,Wed,1358.59,1741.59,2500,-889.18,0,,16.8,16.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
401,07/07/2022,Thu,1870.98,2555.85,2500,-341.64,0,,17.4,17.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
402,08/07/2022,Fri,2254.27,3029.35,3600,-974.38,0,,19,19,Clear,Clear conditions throughout the day.,clear-day
403,09/07/2022,Sat,3130.61,3830.75,5100,-2336.72,0,,18.9,18.9,Clear,Clear conditions throughout the day.,clear-day
404,10/07/2022,Sun,1683.93,1841.1,3000,-1434.14,0,,19.5,19.5,Clear,Clear conditions throughout the day.,clear-day
405,11/07/2022,Mon,1259.03,1667.24,1886,113.54,0,,22,22,Clear,Clear conditions throughout the day.,clear-day
406,12/07/2022,Tue,1597.58,1982.06,1880,-966.68,0,,21.4,21.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
407,13/07/2022,Wed,1498.32,1941.48,2100,-260.57,0,,19.4,19.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
408,14/07/2022,Thu,2642.77,3015.86,2402,422.21,0,,17.2,17.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
409,15/07/2022,Fri,2291.2,2967.72,3200,-457.45,0,,17,17,Clear,Becoming cloudy in the afternoon.,clear-day
410,16/07/2022,Sat,2605.25,3764.86,3800,32.41,0,,18.9,18.9,Clear,Clear conditions throughout the day.,clear-day
411,17/07/2022,Sun,2020.82,2275.07,2300,689.48,0,,22.3,22.2,Clear,Clear conditions throughout the day.,clear-day
412,18/07/2022,Mon,1621.58,2317.27,1800,-189.44,0,,25.8,25.4,Clear,Clear conditions throughout the day.,clear-day
413,19/07/2022,Tue,1386.6,1876.18,1900,-291,0,,26.3,26.2,Rain,Partly cloudy throughout the day with late afternoon rain.,rain
414,20/07/2022,Wed,2016.39,2303.85,2075,-912.21,0,,18.6,18.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
415,21/07/2022,Thu,2657.3,3242.93,2500,240.92,0,,17.6,17.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
416,22/07/2022,Fri,2961.85,3705.62,3400,-102.44,0,,17.1,17.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
417,23/07/2022,Sat,4149.15,4767.22,4800,-642.12,0,,16.5,16.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
418,24/07/2022,Sun,2417.88,2699.09,2648,-591.07,0,,18.6,18.6,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
419,25/07/2022,Mon,1907.94,2099.88,2800,-662.92,0,,16.6,16.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
420,26/07/2022,Tue,2291.12,2652.55,3200,-1526.04,0,,15.7,15.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
421,27/07/2022,Wed,2335.87,2713,3300,-872.03,0,,15.8,15.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
422,28/07/2022,Thu,2729.65,3102.03,3700,-943.38,0,,16.9,16.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
423,29/07/2022,Fri,2644.82,3347.9,3800,-1647.11,0,,18.9,18.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
424,30/07/2022,Sat,4336.16,5056.59,5000,-694.13,0,,17.2,17.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
425,31/07/2022,Sun,2591.24,3013.7,2900,-394.55,0,,18.6,18.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
426,01/08/2022,Mon,1774.54,1989.11,2800,-315.88,0,,18.4,18.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
427,02/08/2022,Tue,2848.38,3276.71,2800,273.47,0,,19.4,19.4,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
428,03/08/2022,Wed,2476.48,2965.28,2700,169,0,,18.5,18.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
429,04/08/2022,Thu,2656.39,3277.91,3000,-807.04,0,,16.8,16.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
430,05/08/2022,Fri,2065.09,2537.32,3600,-869.07,0,,15.4,15.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
431,06/08/2022,Sat,2828.94,3647.58,5100,-1991.33,0,,15.8,15.7,Clear,Clear conditions throughout the day.,clear-day
432,07/08/2022,Sun,1883.83,1985.67,2907,-1722.73,0,,18.1,18.1,Clear,Clear conditions throughout the day.,clear-day
433,08/08/2022,Mon,1515.11,1843.79,1900,-787.04,0,,20,20,Clear,Clear conditions throughout the day.,clear-day
434,09/08/2022,Tue,2019.28,2425.32,2000,-210.92,0,,21.3,21.3,Clear,Clear conditions throughout the day.,clear-day
435,10/08/2022,Wed,1752.5,2166.04,2300,-144.14,0,,22.5,22.1,Clear,Clear conditions throughout the day.,clear-day
436,11/08/2022,Thu,1970.29,2432.96,2500,-529.01,0,,24.1,23.6,Rain,Clear conditions throughout the day with late afternoon rain.,rain
437,12/08/2022,Fri,2320.33,3006.17,2800,-374.16,0,,24.9,24.4,Clear,Clear conditions throughout the day.,clear-day
438,13/08/2022,Sat,2928.72,3486.07,3600,605.6,0,,24.9,24.4,Clear,Clear conditions throughout the day.,clear-day
439,14/08/2022,Sun,2269.1,2377.51,2600,-596.57,0,,24.7,24.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
440,15/08/2022,Mon,2493.78,2956.58,2025,-368.14,0,,20.1,20.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
441,16/08/2022,Tue,2982.02,3430.1,2800,263.51,0,,17.4,17.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
442,17/08/2022,Wed,3331.93,3746.46,3000,497.98,0,,17.2,17.2,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
443,18/08/2022,Thu,3413.04,3859.64,2845,652.11,0,,17.8,17.8,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
444,19/08/2022,Fri,2627.43,3219.47,3267,-1020.42,0,,17.2,17.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
445,20/08/2022,Sat,3441.38,4082.11,4800,24.28,0,,17.1,17.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
446,21/08/2022,Sun,2269.2,2482.19,2461,-287.02,0,,17.2,17.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
447,22/08/2022,Mon,3034.31,3286.63,2400,564.63,0,,17,17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
448,23/08/2022,Tue,2420.5,2717.06,2800,29.22,0,,19,19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
449,24/08/2022,Wed,2901.98,3460.13,2800,-282.95,0,,18.4,18.4,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
450,25/08/2022,Thu,3582.71,4106,3200,947.11,0,,16.9,16.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
451,26/08/2022,Fri,2877.05,3407.42,3700,938.85,0,,15.8,15.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
452,27/08/2022,Sat,3568.75,4090.57,4800,-2369.65,0,,17.9,17.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
453,28/08/2022,Sun,2197.56,2326.44,2900,-1043.29,0,,18.3,18.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
454,29/08/2022,Mon,3240.45,3589.18,3600,9.45,0,,17.9,17.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
455,30/08/2022,Tue,2271.52,2827.11,3200,-778.4,0,,16.5,16.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
456,31/08/2022,Wed,3074.67,3625.87,3200,461.95,0,,17.4,17.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
457,01/09/2022,Thu,2629.63,2818.3,3200,-236.04,0,,17.1,17.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
458,02/09/2022,Fri,2648.5,3107.69,3500,-578.02,0,,18.3,18.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
459,03/09/2022,Sat,4922.86,5850.15,4300,586.75,0,,16.9,16.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
460,04/09/2022,Sun,2038.45,2211.83,2000,479.82,0,,18.4,18.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
461,05/09/2022,Mon,2097.44,2397.68,2800,-581.32,0,,17.1,17.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
462,06/09/2022,Tue,1895.13,2096.53,1800,416.99,0,,16.5,16.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
463,07/09/2022,Wed,2444.53,3002.56,2300,563.03,0,,16.4,16.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
464,08/09/2022,Thu,1790.63,2007.91,2300,-100.47,0,,15.2,15.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
465,09/09/2022,Fri,2553.07,3159.33,3400,-117.22,0,,15.3,15.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
466,10/09/2022,Sat,4975.21,5626.23,4600,438.71,0,,16.1,16.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
467,11/09/2022,Sun,1675.44,1931.74,2800,-1225.48,0,,16.5,16.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
468,12/09/2022,Mon,1482.23,1867.67,2200,83.75,0,,19.3,19.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
469,13/09/2022,Tue,1516.57,1920.91,2000,48.42,0,,14.7,14.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
470,14/09/2022,Wed,1519.2,2013.54,2500,-82.39,0,,15,15,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain
471,15/09/2022,Thu,1912.77,2286.09,2600,-23.69,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
472,16/09/2022,Fri,2791.79,3488.83,3600,84.71,0,,12.2,11.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
473,17/09/2022,Sat,4875.26,5599.37,5500,-622.28,0,,11.6,11.1,Clear,Clear conditions throughout the day.,clear-day
474,18/09/2022,Sun,2450.69,2962.08,3000,-430.29,0,,12.1,11.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
475,20/09/2022,Tue,1569.53,1716.38,2000,-415.98,0,,14.3,14.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
476,21/09/2022,Wed,1418.33,1818.51,2500,-448.03,0,,14.9,14.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
477,22/09/2022,Thu,2038.83,2291.86,2800,253.83,0,,14.6,14.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
478,23/09/2022,Fri,2538.18,3352.16,3400,-27.23,0,,14.9,14.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
479,24/09/2022,Sat,3500.52,3613.98,5500,-1695,0,,12.6,12.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
480,25/09/2022,Sun,2750.96,2854.91,3000,-635.38,0,,11.1,10.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
481,26/09/2022,Mon,1736.56,2113.33,2200,-636.55,0,,12.7,12.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
482,27/09/2022,Tue,1884.5,2509.81,2250,-327.43,0,,11.1,10.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
483,28/09/2022,Wed,2098.23,2666.01,2600,446.22,0,,10.2,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
484,29/09/2022,Thu,2191.28,2826.66,2800,-500.61,0,,10.5,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
485,30/09/2022,Fri,3263.37,3842.41,4000,-173.33,0,,11.6,11.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
486,01/10/2022,Sat,6208.13,6927.55,5800,1058.99,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
487,02/10/2022,Sun,3075.23,3321.73,3200,-560.99,0,,13.5,13.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
488,03/10/2022,Mon,1721.52,2083.35,2000,-291.59,0,,13.3,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
489,04/10/2022,Tue,1684.31,2034.4,2200,-564.73,0,,14.7,14.7,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
490,05/10/2022,Wed,1769.74,2123.79,2500,-545.53,0,,13.9,13.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
491,06/10/2022,Thu,1700.43,1867.69,2800,-903.1,0,,12.8,12.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
492,07/10/2022,Fri,3285.56,3722.29,3600,514.68,0,,13.1,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
493,08/10/2022,Sat,5792.44,6628.61,5800,693.95,0,,10.7,10.1,Rain,Clear conditions throughout the day with rain clearing later.,rain
494,09/10/2022,Sun,2798.14,3077.18,3000,-119.76,0,,12,11.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
495,10/10/2022,Mon,1399.79,2056.83,2050,773.7,0,,11.8,11.3,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
496,11/10/2022,Tue,1743.37,2008.82,2200,-541.22,0,,9.4,9.2,Clear,Clear conditions throughout the day.,clear-day
497,12/10/2022,Wed,1927.28,2110.7,2650,-495.24,0,,12.1,11.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
498,13/10/2022,Thu,2025.66,2649.69,2700,-156.43,0,,12.4,12.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
499,14/10/2022,Fri,3310.32,4129.45,3700,418.25,0,,12.1,12.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
500,15/10/2022,Sat,5665.35,6432.37,6000,573.8,0,,12.2,12.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
501,16/10/2022,Sun,3171.48,3263.26,3100,335.22,0,,12.4,12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
502,17/10/2022,Mon,1994.37,2277.95,2100,72.92,0,,14,14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
503,18/10/2022,Tue,1102.43,1488.82,2100,-996.58,0,,11.8,11.4,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
504,19/10/2022,Wed,2512.34,2769.31,2500,279.3,0,,14,14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
505,20/10/2022,Thu,2255.73,2917.88,2600,242.06,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
506,21/10/2022,Fri,4771.51,5361.63,3700,1932.82,0,,13.8,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
507,22/10/2022,Sat,5158.15,5830.82,6800,163.82,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
508,23/10/2022,Sun,3050.18,3193.26,3100,152.41,0,,14,14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
509,24/10/2022,Mon,3245.98,3700.84,3700,310.02,0,,12.3,12.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
510,25/10/2022,Tue,4459.04,4848.85,4100,976.35,0,,13.1,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
511,26/10/2022,Wed,3602.23,4320.51,4100,195.08,0,,14.9,14.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
512,27/10/2022,Thu,4679.78,5067.76,4000,1695.17,0,,15.5,15.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
513,28/10/2022,Fri,4475.34,5166.6,4500,778.71,0,,14.6,14.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
514,29/10/2022,Sat,5351.82,5866.68,6400,600.06,0,,15.2,15.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
515,30/10/2022,Sun,3084.69,3322.11,3200,82.48,0,,13.4,13.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
516,31/10/2022,Mon,2293.99,2696.52,2700,-230.17,0,,13.2,13.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
517,01/11/2022,Tue,3218.27,3775.87,2200,1445.11,0,,10.8,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
518,02/11/2022,Wed,2618.98,3029.06,2600,616.32,0,,10.7,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
519,03/11/2022,Thu,2768.97,3122.97,2600,726.47,0,,9.1,8.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
520,04/11/2022,Fri,3512.64,4573.93,3800,1438.08,0,,8.2,6.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain
521,05/11/2022,Sat,5204.69,6067.8,6600,1061.36,0,,10.4,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
522,06/11/2022,Sun,3616.53,3827.75,3200,1065.45,0,,10,9.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
523,07/11/2022,Mon,2442.7,2626.47,2200,2230.16,0,,12.3,12.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
524,08/11/2022,Tue,2946.76,3296.45,2300,2012.72,0,,11,10.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
525,09/11/2022,Wed,2577.32,3196.49,2800,2003.18,0,,10.2,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
526,10/11/2022,Thu,2643.23,3213.11,2800,1799.63,0,,12.2,12.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
527,11/11/2022,Fri,4731.52,5557.03,4100,3828.86,0,,13.5,13.5,Overcast,Cloudy skies throughout the day.,cloudy
528,12/11/2022,Sat,6133.78,7097.54,6700,2663.96,0,,12.7,12.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
529,13/11/2022,Sun,3117.64,3353.91,3200,110.22,0,,12.9,12.9,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
530,14/11/2022,Mon,2284.21,2561.1,2600,905.15,0,,11.4,11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
531,15/11/2022,Tue,2790.74,3217.58,2600,1849.56,0,,9.8,8.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
532,16/11/2022,Wed,2992.64,3493.81,2800,2050.71,0,,8,6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
533,17/11/2022,Thu,2891.59,3382.08,3000,1902.03,0,,8.5,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
534,18/11/2022,Fri,4128.69,5108.02,4500,1219.68,0,,7.4,4.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
535,19/11/2022,Sat,6521.02,7353.9,6300,2301.22,0,,5.6,3.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
536,20/11/2022,Sun,3089.12,3265.35,3400,128.32,0,,7.5,5.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
537,21/11/2022,Mon,2920.69,3303.14,2700,741.39,0,,6.6,3.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
538,22/11/2022,Tue,2374.73,2749.03,3200,516.57,0,,6.6,4.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
539,23/11/2022,Wed,3278.2,3861.42,3200,1744.37,0,,8.6,6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
540,24/11/2022,Thu,3552.47,4218.63,3400,2417.52,0,,8.4,6.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
541,25/11/2022,Fri,4146.93,5384.37,5200,2682.4,0,,8.6,6.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
542,26/11/2022,Sat,5911.67,6771.93,7000,1953.88,0,,10.1,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
543,27/11/2022,Sun,2745.97,2958.8,3300,-28.76,0,,10.2,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
544,28/11/2022,Mon,3346.93,3929.8,2800,1140.2,0,,7,4.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
545,29/11/2022,Tue,2894.38,3286.12,3300,382.46,0,,3.6,2.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
546,30/11/2022,Wed,4032.11,4609.81,3500,2006.95,0,,4.6,2,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
547,01/12/2022,Thu,3937.8,4667.77,3500,4667.77,0,,2,-0.8,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
